IDorder,IDuser,IDbike
905881,752095,744875
379781,321486,983627
570908,771377,868001
861099,495255,829479
433856,743089,160690
918833,750166,327440
417482,276981,293318
849049,911299,685389
160958,740880,576194
773518,141837,378490
126977,390248,909546
330818,125875,327570
916286,996289,951249
912514,939875,899945
694889,521754,951249
713050,164283,118808
857016,487144,999140
467041,954920,944941
559238,731828,899725
438655,856705,490799
930739,556097,664244
671137,846671,287837
337509,943007,480938
664199,575735,351921
458953,610632,357667
963073,507716,110140
192023,484741,147454
471944,154945,234846
326884,580138,632018
495546,688374,427733
374024,500836,464209
238537,169161,655557
956450,932663,454526
725005,186279,975947
796391,516176,418214
642979,682145,143776
110806,411430,683027
450899,282797,598150
575605,581827,114989
795521,674508,805495
630758,630119,458524
574060,858532,127253
135206,996822,986716
890792,644554,107515
132510,221357,879772
562582,883713,831548
259823,226745,709774
716626,160789,672412
823647,551712,511165
119514,726556,437152
223106,799826,330013
879794,956863,976713
656656,300320,148345
143611,629187,352418
461136,491702,594853
809043,722707,894845
317552,641157,334978
640526,147217,975119
692719,678792,741126
457612,914151,423920
311512,221763,646963
974344,137675,571284
504644,180596,327033
301287,914969,437263
477095,349277,134560
106500,182009,371131
655418,170950,863888
101045,484741,650689
334054,896384,753780
733258,459574,112411
179338,330004,158948
714563,604679,878950
166936,655523,695531
300532,788699,490017
439250,300309,273656
464382,652622,929234
397732,358230,774446
182364,960822,750484
998039,898358,805247
520619,175865,373885
572923,336396,519031
754657,780261,373885
148609,599633,538277
615533,851406,361550
312808,608567,734044
829848,856705,735784
985090,822043,497178
115285,795435,663642
943516,752095,443949
730061,301935,422595
278651,655217,156815
640791,614022,893310
987203,279639,222804
899825,338379,421043
135719,134224,730911
144182,712075,352418
799897,144596,800946
862788,726556,184207
553943,555663,480704
585350,430907,514181
539279,200024,431246
327180,558877,199665
529205,526892,466071
415344,637140,384056
529298,375251,458818
714640,185531,425048
717348,108128,373613
454425,780014,332144
220620,821574,209899
221947,629187,679444
830841,901744,121506
572056,835987,179654
642500,878301,275905
897675,672376,121099
396825,405037,804579
125391,357276,430825
791945,610406,962691
541362,550026,188204
282918,403847,362120
868743,560860,343331
536410,546203,462780
397384,890561,446408
968978,896384,421677
956110,282797,676092
899742,954848,275655
358787,457845,115183
293825,664062,670730
492602,333727,802938
904224,125875,519381
105030,624083,704944
253430,553585,445483
873187,717670,831548
905950,460519,773661
460707,712631,808748
242339,901198,425495
669765,663727,246934
158222,400011,130529
785979,534374,372995
852818,843667,342932
457338,257791,758738
973872,765806,991166
325437,289659,951205
926196,717670,989873
347717,631649,740748
529796,744255,923796
193336,497523,151288
434060,462126,563356
631665,335275,766858
488024,485925,744888
710724,230662,184169
615221,749748,197377
672824,448589,566411
232068,630119,170804
845619,628866,529706
685266,992469,246934
783485,740361,803985
323508,578206,297723
181625,670483,583615
661280,445638,572108
811727,742040,556747
945949,520295,146061
978714,209322,398105
364558,386705,246501
741319,184815,889165
870609,306749,409477
984925,541875,519873
589159,796162,390163
599592,771255,287865
733087,496814,581905
712866,248175,336305
640848,974259,631365
661886,984383,139258
159159,770131,858540
242883,112729,245199
725169,771255,280666
492426,757743,905243
309003,954920,365779
610110,352847,115251
727288,392557,979857
536887,215752,523452
733453,893703,932845
623992,112559,764397
307123,655523,953332
906030,336522,351818
529815,849124,804125
604929,974553,410533
340727,529747,131055
284480,682754,588790
384523,720426,848174
376582,880517,164246
240218,331616,612928
440456,908124,953455
313333,182596,777120
923784,770119,396472
805535,111593,385945
161267,688243,206841
769259,847408,810773
618871,724195,617636
424823,625967,982782
526127,178229,531816
563627,608567,121506
412018,497523,180718
287416,358346,548648
572069,576493,428441
140426,924774,601448
319459,540153,605047
865431,290410,193939
258678,553405,926656
774064,726904,200856
445576,553585,393909
942850,170950,777298
362484,301660,451953
441215,466645,971089
370686,453511,775586
845869,891075,516802
260776,871896,309002
800854,392557,672983
434608,846370,366028
296174,914678,498342
823420,932073,442798
374039,111593,941159
605056,648365,836439
695762,799788,672983
688301,615522,824703
691991,111694,295756
997493,196808,202509
303467,542561,710994
590728,658884,783471
788873,496814,618269
396782,961024,297679
826074,210779,756593
307368,847270,188126
833851,258639,386272
980762,137675,300882
143233,539387,962443
970205,219974,524021
400122,304043,238773
445998,585847,501331
891071,800173,588941
365299,911299,627372
392776,508715,861342
675548,103250,584329
188683,839957,975119
710073,316052,686014
288213,530075,525722
390731,244734,971214
576951,457005,280666
658925,779170,536079
556684,845187,442734
910603,709224,753837
966413,901031,907108
459408,700349,902695
711214,301660,130310
888876,717670,197535
556272,771339,733178
521988,752582,926656
568537,170156,626290
815792,780361,783338
601188,568249,121606
463869,386919,344262
816990,529747,983073
494701,316390,673525
977020,920041,960203
826568,210580,162542
707977,822306,333185
362734,164798,800946
360256,370170,760540
289078,915773,608176
203310,839957,899945
329998,891126,650430
737788,148337,990315
856970,218732,164246
581389,762989,197377
445621,681021,317897
202752,590146,367573
725471,654818,601793
303509,829649,637016
452733,496814,928092
532811,706192,975688
843229,926733,559786
181495,560342,511855
948524,420062,549099
221206,610528,963694
121360,488421,744888
321663,316052,348343
900223,234327,663642
914616,982444,459168
915937,139479,566074
427576,625643,806204
568035,909507,579155
659049,848533,932092
942896,811021,701557
280814,155562,460799
787043,222574,512923
453029,638723,935684
424322,753489,858688
845830,397913,816853
202859,986871,691190
759301,908807,418775
615487,774023,567427
185800,800173,343654
805055,371366,747111
613603,404728,969912
382043,608175,507696
750096,239275,299697
142020,694763,721812
149761,394347,367443
113700,223470,240497
911102,531124,433684
235041,105981,766827
973848,164283,686196
728786,887363,444370
310059,499179,755580
507356,495800,349855
755595,859864,812354
345346,732758,918798
738327,242041,406921
786469,866853,713167
615833,260784,214003
839956,876090,824703
823214,503138,298171
545228,609551,450421
781561,749748,931496
592107,244734,733159
695254,521736,180640
928704,175703,937580
238792,428595,751510
253395,823246,637016
511743,581827,567104
618533,394481,155942
306426,233796,515239
707479,396091,379642
790727,404085,375033
722478,522598,740748
701699,786349,369306
274622,550026,676330
271221,411430,233232
972112,103064,667611
576061,932073,551895
232998,353889,652388
305171,615522,765721
651623,671604,457310
996817,914151,849834
929238,587587,759056
636127,605318,381630
330098,218732,203007
423108,355152,241142
355752,891075,918795
854755,373278,810713
143014,762361,707144
360541,578831,551572
476244,836251,983333
160507,121456,863900
683145,141837,934477
748762,420871,322737
468457,315991,416542
185396,671604,410624
493768,508205,938133
501815,223470,593107
733127,578831,372154
744139,641157,177661
692243,439799,741797
212488,870498,129616
881276,824019,346935
419393,742788,474134
300461,175865,128379
811772,195398,866669
806507,136563,369136
719798,954460,121099
159223,310308,529706
235907,975218,432540
976748,592871,815432
550772,770301,903259
962980,822306,918325
549536,304921,120444
392173,222146,263316
247790,753241,185026
755313,750571,551574
744446,170950,184058
430819,289891,724357
249320,836446,530447
442001,483369,696336
862039,315184,813844
228257,369810,151500
357255,486508,699144
718923,522598,842557
355046,873297,385447
864889,900153,212409
141666,139479,614370
794617,216244,996015
499111,483205,326095
696853,924944,907780
755152,287781,656512
968810,358308,678099
161332,905079,234232
114218,794394,541743
459814,701232,414419
367419,822290,557426
923670,417289,940587
192280,475323,857126
896154,300309,536106
772683,875051,418616
531541,592871,681208
731266,222574,412654
218647,467765,491673
283975,778805,170839
385376,994495,692712
503975,886469,636506
880463,785115,985141
320962,488895,843900
438659,210821,259184
997661,154655,568831
152987,219974,912068
494938,376122,916652
710219,219680,406889
204661,420874,749962
256373,123104,193547
761274,924774,972166
512187,371366,879772
946107,485925,774529
647122,638723,280116
843846,162089,679316
202300,182596,243699
172925,682754,151865
799961,613881,937580
901552,954920,723837
406784,419001,388176
714865,380000,449069
417006,258930,809134
182118,528598,746724
143864,237008,809672
610560,942701,838475
670428,878215,914689
227523,611548,931638
114165,980893,919218
231065,717123,713167
969879,322001,525435
828994,232174,876895
867548,173130,443072
879036,686871,791952
872426,327781,669306
774506,742558,347592
414200,753489,423866
834103,933575,469955
181006,800173,450190
102712,316390,283035
945210,122677,117443
950235,669953,901780
364299,310308,874236
474714,691584,610585
906116,765012,493123
972745,119866,566074
586138,905079,142043
402548,738579,454591
646128,734625,422595
883660,274653,719293
985752,718914,601448
112718,697480,240537
607490,237008,741852
953867,301660,652669
682238,244919,239180
105812,192371,165125
619625,377871,960214
622197,532575,869578
923702,667594,753034
685359,780261,713167
591363,627991,456744
114756,268844,284291
377561,488421,928694
663582,942920,839610
970140,513160,164692
520046,459808,287375
343288,795546,734779
871718,409492,467727
145878,466645,839841
737881,732758,643789
793258,917721,598246
870769,504116,126134
804487,397328,650430
487114,136563,506986
347989,602478,808716
133664,148337,985574
241327,321486,447417
485430,359279,306828
969820,701085,575075
662878,717670,443072
627136,906205,468772
269537,532924,888297
439121,227019,771036
320007,200906,783708
161967,186915,380353
639989,136563,349816
387231,876090,421934
611653,888413,601565
550866,199938,544444
434020,181686,112485
118475,513160,205265
598042,947418,107178
389215,585847,418775
994481,394807,922153
306843,596385,848174
436005,877514,615234
645483,932663,436451
607378,968510,725992
809389,160801,990315
446719,365814,354036
163167,185531,170804
147167,453511,491673
346667,499642,767147
697844,636115,331542
161202,274787,867682
235153,516176,976257
234096,206347,278263
516994,285166,206469
149357,892647,287981
335571,863271,418846
736772,595031,565778
600811,116503,519490
800565,320789,450961
688475,938337,969617
668046,433691,148293
101073,584568,750727
488966,290410,640751
644619,258930,983179
797225,764785,184058
837840,282797,887393
621627,496814,297718
787802,270415,560453
546198,926508,249061
387988,140159,427471
336400,459574,985141
698949,960035,586328
735587,564014,140911
545562,448589,734064
566890,676980,802243
523359,997071,848373
794925,701085,975947
574973,872660,982639
490438,180611,112511
649627,192371,534630
208471,141837,934488
750543,307043,466333
318822,753489,684427
214723,445329,492151
449165,141493,263369
542367,122677,189721
592777,822290,177978
296700,691941,562074
914846,654066,744718
254097,594552,932523
825603,702859,536079
291126,479797,837859
173427,650041,919553
440573,933845,663642
208444,137675,671551
522732,816885,574494
191212,731828,875450
627045,706192,934680
498163,306749,684099
199803,499642,605222
426956,666633,643522
798405,148043,148823
752376,262901,764546
446375,714851,672030
414375,449659,822582
611292,270415,466071
585396,479797,330689
925509,691941,115225
851542,378752,351272
122085,687569,679206
745647,212358,637016
781513,249472,385850
628906,508430,179449
163403,408807,404747
773031,633326,176520
190405,224693,130310
364674,954848,517369
511537,311960,801697
188042,511778,722385
818429,114117,586848
823913,775971,589648
315301,409085,368659
347134,215752,611492
527973,694645,135055
437699,513160,716872
591130,685949,500594
127543,691941,366560
701583,914151,476794
384762,584565,168956
533573,821200,940466
593650,399282,270207
669191,197956,154810
206351,634437,249846
204315,199940,402090
957198,454955,984981
577138,786543,721645
266781,780261,359055
176987,651310,566119
830049,866215,173548
423953,203944,386281
602430,898358,456411
422156,837276,354372
544977,280862,384778
977365,673290,740728
383353,690819,700298
433796,239189,326867
553653,903612,275743
602926,349482,188516
143690,103494,911636
408599,770131,679269
455084,210821,667611
101600,764012,332144
120630,770131,187219
895199,289659,819689
906378,910442,601017
487247,717670,731054
482966,677359,861466
496997,116755,566807
519009,799019,719024
274846,200024,609636
655191,811021,512435
885997,296661,188540
124193,437633,534691
311558,979265,382301
315724,484173,115980
407599,408797,486498
110351,564014,839123
534641,139479,570648
693202,780361,210107
198719,851608,110140
371958,673897,253676
929671,224693,673525
938871,927382,977278
258758,466645,561531
710154,111851,712610
976279,877470,868955
287802,138709,986420
251435,609412,651341
906822,306990,269071
452522,511056,214642
603729,807186,398440
353454,956863,652669
180171,753241,585939
967310,192822,820487
892871,928408,847098
599562,762361,319754
577238,546203,597325
619270,173711,447424
855009,908807,183899
751125,793409,183869
256542,778400,739558
348015,511814,837488
854513,212358,176679
543087,678792,293344
718070,207942,808716
955393,326293,188992
710527,486746,487242
525468,854932,285146
224514,701085,544408
603247,433691,210499
398666,534374,967221
400508,102905,914689
789209,532575,325214
701357,522582,953795
193320,937510,759129
840701,746070,399740
614156,749552,323169
529850,554193,877294
931042,277275,229345
742643,746070,213849
732892,470603,479146
600767,244734,214496
897063,530075,414997
845955,650384,386164
949774,190028,366284
841054,650384,368659
605535,307043,670110
988030,836251,213849
231106,733759,312775
685068,164283,385309
361228,701232,981563
328538,851608,527167
606731,821574,894147
544656,941980,569478
725584,974259,345001
700730,770380,745621
940257,296090,321646
876216,290410,898155
369582,922349,653981
923337,575364,237425
925199,683132,937557
911700,706019,790263
486116,175724,753780
476535,596125,188126
755408,390248,544143
345422,556097,884427
604237,295355,721652
368068,219680,917651
517744,650683,878593
466610,178229,555684
462678,896384,527285
359085,793769,746676
736960,780261,391016
804606,157485,110140
876664,637665,546094
826366,169166,953384
262923,932073,446598
603153,459574,592053
521549,376488,153661
335731,779094,966576
147300,105197,903142
622083,579277,789802
376338,932663,833251
970278,382203,855179
441429,927382,246363
563077,497523,346935
341527,483205,793126
215723,270388,294108
977048,762426,373418
106750,906205,756970
592574,896352,391360
985112,163842,654727
596155,986718,617914
453637,205411,522326
635050,212358,666381
159107,154655,857675
769915,232637,824284
581202,473437,794162
798934,703995,802938
255234,818494,377688
878645,575735,871512
748745,655523,769394
171389,380000,944174
283987,748561,956583
394093,662519,222121
776702,924944,863888
769718,898532,545613
733271,584565,525722
741250,173130,146933
351557,569495,873394
285342,431734,741797
568926,569261,697850
900917,748697,127425
491047,896384,280611
884433,167258,126922
451591,685949,376408
854767,913532,503071
512571,826238,188992
248034,691293,979426
546381,358308,831264
648066,337498,954982
779824,209274,621188
850751,460519,607630
172831,366599,397424
695206,793171,885103
567401,815629,782590
666758,738579,151288
479664,475323,323703
215521,357276,510250
619684,444041,352532
352902,772458,628169
404782,947069,363228
988910,926077,829794
382541,863271,753789
933826,722707,437263
762604,977725,857647
574649,137675,418417
836272,438565,118387
994071,386705,691972
828786,154520,580942
522921,575735,662786
531389,454955,406921
495568,508400,990315
882335,779264,892837
933114,807186,822364
610110,217051,618269
906234,574551,454118
272219,667594,943047
268399,667594,622582
180964,859864,802137
611527,481146,901010
319240,985847,934477
103652,989794,202509
752207,351141,168956
165865,218732,193937
671779,917132,664265
174487,138514,850657
913048,994495,346935
242235,200906,487242
413037,137432,964892
977108,846370,851608
274640,155027,319232
911187,643422,229970
811416,751111,331261
580627,168035,460227
165106,528598,155590
153548,181686,713141
270341,713086,517997
235425,764012,301792
933728,729364,893182
526176,986718,211860
516215,481546,196000
825329,667594,753034
530902,311960,178331
954401,445329,429753
756978,351141,259184
916815,716277,493703
343531,397913,176473
487222,488316,679444
246854,752027,251432
541026,794394,980113
735827,876847,579155
412762,488658,547211
975091,789989,453388
738984,569261,360170
664713,802247,934057
116448,459574,684564
687688,237008,193939
343425,287781,964892
899867,377912,720708
684360,394807,488233
583749,190195,716872
305715,312108,571339
457230,457005,614957
820604,818494,547133
824295,927382,960035
786363,624083,490799
940110,591208,966576
937388,538484,260649
601465,829969,244815
355759,459597,311228
632365,144596,377285
498850,563050,210499
954544,162700,643522
960831,853008,504679
687461,546446,474455
724500,676980,146191
470302,664062,139656
909165,631649,968565
502104,465393,280754
256889,371366,729785
559264,263998,525025
506356,122854,885809
320790,805752,609636
216004,139217,152730
296132,538484,894254
446231,956863,638252
714236,608636,552737
270373,188905,619872
128083,877694,314958
513659,459808,282855
184565,479773,643113
707559,515094,668100
129238,233271,906431
853161,946627,154583
752523,343637,739992
490844,822367,971605
373908,888413,520699
407336,749510,672983
168882,720426,848613
141184,317115,432056
286732,691584,146431
283718,876847,277823
353048,189017,863237
733080,538484,921165
927609,358308,264136
214435,798630,164910
965812,662047,679206
376862,364147,912068
268161,288358,719293
628396,670022,832989
401851,142718,917701
358254,662047,630524
544131,250759,670730
700739,230982,999051
924075,597436,800923
924507,459327,936310
147408,650041,987687
328700,103109,189324
511971,325806,588790
345121,159022,956899
223768,778805,991233
252593,346604,124164
306072,576493,407471
387590,968510,563356
514512,454185,530318
556472,839957,845273
910926,222146,556791
898559,752582,758738
479873,901877,917651
502545,911299,392892
347214,154520,611413
357073,980065,132142
748557,199644,695124
830239,987502,701344
946478,263998,107867
300196,901198,654727
176387,190195,123436
769489,732758,912380
118361,404085,764204
236207,756221,231550
763655,500836,336946
319202,361116,834057
733408,760906,719717
878477,318773,783471
782767,900294,106310
500521,239275,525284
951066,286917,460227
217044,338188,762524
459802,570111,735784
113603,463470,669898
419347,575735,710994
762815,126551,369522
397825,560860,557327
514185,470211,712467
539842,454185,726818
442906,549206,155942
814321,762426,716197
960443,932526,262755
257709,239595,558081
206727,410078,873394
288367,447224,644458
990865,555949,101861
200998,682145,593107
716761,229378,561132
597732,175028,314065
758487,223470,742683
551619,448934,474911
784097,160801,918293
361035,621061,361566
245710,770380,722385
345330,272880,217867
449736,258639,239991
245873,375251,678723
532060,491155,183541
757536,695820,957749
657848,564817,372768
813546,167449,656727
267545,139479,519490
933189,167449,899053
710164,513160,197377
953003,260784,772257
736478,534374,847590
723760,140159,700298
871692,892617,612317
476707,125568,209899
644589,386919,204916
317641,369440,586328
252195,629187,848113
821676,602856,342463
210519,732758,238610
231423,670832,734966
236654,377606,462977
796934,756221,114220
319059,546040,225430
319668,516176,768667
811015,538484,909805
531066,744255,393661
961990,271384,533905
333098,394347,264333
941668,348938,463287
403363,315682,287837
487561,320819,438648
251797,898358,793286
722451,132087,373613
753769,933845,582477
257671,793409,551574
535858,772458,793010
719438,299654,378119
371704,447788,704944
708155,438565,317051
934753,751111,818324
937144,377606,454118
485387,851406,545486
564835,324325,162542
514541,267986,251091
848800,538484,832294
825097,170950,452737
153951,896384,669638
678643,913533,863541
341215,921477,384827
216027,358230,581497
643111,992469,381086
105706,668779,367746
666611,296883,650689
201390,731828,647768
954922,532587,840134
545447,154520,328705
678894,941980,104787
936899,434991,343050
766148,493393,260566
778556,576493,801414
372681,924865,527792
380159,633326,829990
737656,483369,642216
469181,552126,737753
842221,210779,674019
848872,778400,941159
803034,574206,124948
242535,937582,233232
947024,175703,508555
547405,737990,210499
824826,183794,829056
691190,143076,446086
991958,625967,842959
621401,987502,122209
305701,485925,372269
227850,789279,239976
659718,668491,374686
366826,795546,423481
533159,376033,638142
100474,798377,823066
392913,701864,430037
285100,300320,367746
753139,754936,923984
906774,787950,695607
312312,786543,701948
365363,280251,760540
547720,617579,913307
269268,880517,374030
812097,554508,503812
753758,760906,891733
980865,564014,189159
328500,251040,408230
550644,227231,602759
344769,774023,702492
618774,597798,446996
143516,272110,115770
502399,581827,372768
949777,627991,960035
100391,779687,298383
949823,654066,730136
803658,233271,777257
822217,686219,270126
502469,398136,514181
575824,886469,161017
350151,815629,469675
481551,819268,674315
726411,190028,855609
919265,504116,253197
364083,766336,988476
151136,232174,684099
532626,862670,229635
661751,873297,374030
155452,756221,323169
529583,711833,113319
622525,111077,934057
412751,776219,511326
164478,429697,801697
958646,564817,581345
544707,465620,117969
247119,139479,207372
185148,989794,177483
107653,655810,598246
621572,189764,403211
418455,567271,269071
361988,189764,108810
552894,659896,871356
269821,807891,784163
373033,686871,145213
909129,290246,256410
749470,396207,150049
137506,459327,678399
676411,219974,261520
601239,447224,923020
651256,541875,553105
880605,823246,509622
511243,114605,637016
896051,301935,343763
758097,858490,373164
858976,834778,602607
528311,955392,122606
636209,350369,939246
978872,693653,782781
833619,674508,948859
223588,845187,559987
725676,876090,735665
767214,522598,507696
399132,392557,303936
124262,399282,611811
891224,174460,808748
418613,830395,474455
422235,970781,125157
441608,857385,232857
317673,941980,293318
862119,715868,669306
908949,874048,511326
714711,522922,535453
295007,170950,389141
503572,535843,826633
744912,975218,123436
783274,807395,376414
976730,426727,467779
148108,677204,465493
450005,110492,588709
198106,239275,551574
458486,182009,466071
785157,512099,571284
179093,138709,479466
372423,459597,539438
212205,914969,464896
740751,373526,592186
718055,215752,972166
125130,101458,837488
599529,812224,626619
575890,258639,939329
180028,466645,690435
342442,499179,232545
150013,641485,702358
611543,471460,533905
337453,328701,263719
767416,788699,709689
296270,463930,108394
778244,829969,923020
845670,123104,908021
107338,423181,465373
670179,358308,872307
607235,318773,369306
329128,839844,308446
674123,199319,611513
629076,584568,896837
190837,375251,758752
354461,750571,136151
967436,375251,918978
875350,693653,556783
681679,795435,723837
770336,324325,288311
807429,980893,179859
527807,491155,372942
476713,531124,635669
322203,175865,151157
774463,623590,280315
691280,910679,525284
847079,468353,451522
973951,757743,476874
809950,230982,638252
454678,975218,674597
198245,670483,655778
357559,567271,666742
771865,817142,237843
297353,373278,825787
148146,360349,815432
182289,973430,908218
924508,913532,456411
799598,574886,364479
644756,641485,135965
637456,289900,143270
635889,891126,195518
749130,405037,609123
223381,979265,343654
616622,928048,804711
518287,316390,781788
847642,263289,898768
535504,553405,158980
469764,858532,744875
255261,538778,766603
546944,189526,741492
194779,529747,828697
941227,700349,437496
824959,683751,879378
508632,142718,975615
909157,160789,284253
871136,247222,565778
452558,649598,402090
782952,946627,758426
339640,134638,371912
940642,707986,747253
207969,917132,443406
127322,301660,426228
637013,167258,816455
341026,163568,277091
754730,963843,468772
178967,911299,159373
374184,756221,159656
101933,569495,910538
710047,214683,357667
245868,155027,264829
250538,160801,925517
417142,203944,382954
425172,539504,146933
598121,958936,962443
102733,683132,471946
390053,448589,715308
525786,712631,746676
647762,712631,455845
686780,426727,406118
696968,459597,752629
762680,206347,929071
724837,797728,566128
839942,499642,203183
935615,221357,804125
756171,822306,574627
790582,420304,618913
301342,817187,360022
937719,733213,185650
998713,397913,434044
930474,731818,838350
826228,544796,952018
883397,789989,222804
521092,134178,665915
281508,754922,940587
374000,743294,986420
507101,740880,846161
132119,848533,443072
965173,289859,629965
409356,659715,806204
973589,394481,766331
339807,780031,385770
723287,350369,430037
255735,185470,204228
932026,180180,817334
978888,296541,492151
376328,358308,264829
752652,219851,704371
712323,807395,179859
598690,683751,400492
582535,110333,925006
570382,946627,628169
607453,180851,305582
755358,571753,556599
433795,916560,601820
307538,149756,514874
785089,362328,954135
157663,337092,393918
803813,613881,519490
503433,799826,261350
328096,453511,919116
869313,991467,277336
899401,777710,420384
682811,725394,314667
608733,160789,462105
980306,404085,706136
480022,690819,267670
744621,627991,654353
433944,752027,547133
474337,901635,880349
524318,574206,401843
240402,366391,861045
390024,666488,477824
932637,139448,209434
520749,799826,893382
516080,727812,459657
549968,459808,293318
866071,770119,692160
274092,195703,483258
716649,234327,306053
566083,780261,724960
963300,891126,723212
785873,224693,244188
110415,556097,394995
820650,614022,122922
986469,134638,537534
126565,337498,525284
904819,851406,643853
737611,409085,749383
939687,440525,130529
280317,217376,735174
237948,852338,556467
506911,580167,927690
627779,322001,585668
142888,590016,581008
679965,100447,716872
730621,794394,476106
868348,858532,245754
739796,139217,668085
641078,110333,356713
866669,513160,134816
701897,625643,430210
330768,410218,640137
626675,534374,228723
221269,355760,520034
276443,974553,891759
773896,652926,849075
150695,990591,777736
436502,982308,710294
834119,175028,749044
210289,109993,657864
453940,815322,978912
416621,508400,664650
983532,137921,745325
980947,655633,210450
185085,866885,469241
792637,503138,128572
674968,996289,250216
254454,409492,769157
219586,662574,619709
717752,500773,404366
122502,716277,753034
488726,785912,582996
951784,768594,280666
616570,801777,330330
359285,458707,118732
537089,642407,723212
230289,655810,487623
880512,800173,244815
951956,606499,502306
736093,933575,219897
439363,887363,317279
936551,289900,507165
473147,188971,348343
240184,780014,975300
916500,756221,560453
134939,932526,471365
306168,527937,669394
121555,932708,426334
320655,844807,544495
275243,173711,887321
276585,502927,686315
933291,562209,111997
989454,549206,462946
421576,528598,968742
502564,982444,453546
572295,413490,302081
191303,630119,529070
628783,806330,662786
835417,752095,463277
183495,392557,527792
681618,146866,220549
790485,994495,356079
852431,149667,598433
154060,871896,467727
200992,465393,981563
668116,138709,558450
977653,946265,582803
926093,607268,374390
506306,126551,690179
435960,876847,324855
118463,867455,842261
129845,908807,150049
547480,797518,645027
660065,822043,783858
127671,181686,251091
593744,567271,593564
428661,960822,705297
160084,933845,108394
741018,304921,122181
345609,434991,167106
207024,788262,983970
654753,457530,376343
347127,251403,119974
932133,546646,754696
946589,584568,586142
923216,459597,238264
579590,623590,947324
565103,654066,570887
514682,397516,253935
873235,326293,808461
426186,709224,676777
545594,438565,765145
544513,188971,118732
756784,198132,170804
292654,206336,170656
976866,424391,673820
212208,114605,848373
464464,733213,342890
346898,950347,908218
484835,664834,195518
816213,695201,422444
107962,147217,602237
349171,666870,403944
185609,141493,800826
668524,219680,870334
104925,491702,352426
290249,742040,961891
502238,759829,702358
681801,686871,534265
607268,896352,381630
388019,320789,607450
385864,762989,157243
209937,539504,122922
377862,571753,566411
760325,296541,822937
612647,223975,470637
680972,819268,438648
705380,693480,801414
276423,524561,694545
814019,533338,214496
161341,730797,200740
298892,465649,306828
795863,475800,758752
847678,656085,317121
765594,318773,588790
100680,796162,721406
415674,783851,340224
598699,796591,853790
850982,181931,955597
273123,374095,631109
948062,669727,566992
824472,205411,276032
160889,464191,430825
461464,484741,206562
462038,481546,135543
271910,285166,531816
849314,954920,724960
612102,359279,565333
966356,683467,297679
916965,778179,877761
193142,748697,306640
210274,322907,441974
994380,398136,575151
957390,712075,684347
127978,175865,583230
970630,262901,372942
129288,891126,225382
542915,629160,315865
340129,625058,237425
705798,907340,331542
731364,366599,476106
427085,775971,430143
111503,666870,779759
111581,597453,804711
280922,380197,942954
953596,883713,575569
768515,892617,925006
356748,306749,980865
696252,808680,219897
861709,459574,401920
387320,932073,555708
300466,134830,115770
645981,877997,886950
155796,316390,686438
463267,785115,141281
403229,932708,895690
405062,585562,235956
363889,817142,234869
875599,877470,840841
227701,650947,544408
591865,131380,867449
218226,701225,616496
889911,464890,678418
199217,988067,963726
833910,348938,592186
503360,348938,669104
855619,424391,555005
478225,658884,407471
149309,682145,446086
502417,176505,652955
146016,812824,446358
899709,484173,779500
694484,694763,364479
546425,797728,696693
975874,487144,364479
591588,701085,721645
795096,504116,739823
787014,602478,688914
690876,488530,307833
929205,848226,847009
701763,212358,601820
920000,691293,818270
147510,629160,512923
799722,662047,264896
390122,681021,115980
862330,149667,567427
736704,437022,918978
209754,454442,143024
553438,538778,791344
344709,714851,980160
813297,703995,347430
804324,786875,974487
947570,947069,145440
512458,730814,634565
850274,181686,362320
196560,843712,225430
865123,244605,937832
459809,432434,766603
633988,110333,326428
432231,408775,170656
307685,500773,757225
199298,754300,706594
435374,169161,745621
804623,408807,509622
268268,880717,213452
926278,300309,669394
151414,596385,758406
803244,851406,609636
265337,609551,586503
106011,331941,822582
395155,532587,618441
353618,650683,453533
163383,274787,126922
944492,590389,673572
340757,278877,148251
727993,453724,707144
986948,166462,673525
791250,131380,127425
203338,625058,192703
809184,216244,131015
158972,746275,385349
961785,911299,285556
165495,523799,828212
144652,788262,750727
859407,926733,808716
833444,599633,283289
433888,434991,266324
348651,665333,883679
554542,634760,649026
604161,861430,802938
882062,637665,957788
379808,921477,928694
123818,462566,307833
979895,270388,487380
793081,439428,395713
444669,741247,250551
224389,161676,438476
986595,568249,988201
930969,176505,110786
466223,205477,995241
896465,587587,318451
998967,200906,686988
188091,926508,571528
521297,102400,728299
863598,244919,416230
256653,750089,453333
684609,829649,713300
706842,397489,709894
566557,457530,381223
197192,659715,254060
560414,959205,976027
386008,538778,815597
116585,886949,598433
955619,173130,954205
829462,594552,954982
524615,266949,610585
179768,451513,810858
534229,433691,284147
999846,538484,674171
431047,257791,581502
431899,847270,774050
867400,762361,794913
420625,737990,839841
375493,249644,234869
423307,180851,934488
668186,538484,269294
482627,103250,240094
613088,155330,362951
415956,409085,798846
993744,271384,529070
979590,522922,635669
487074,996289,971214
546182,988067,160690
928313,306749,793126
825361,961988,532585
920676,355029,505642
904052,655633,973001
862525,772458,579640
109173,655523,913991
304522,759894,723266
663075,194928,275743
873969,358230,115770
582537,522922,983970
466438,992469,465578
464633,941980,446996
354189,644554,375344
